ori,agency_name,state,population
TX21801,SONORA,TX,2405
TX10003,SOUR LAKE,TX,1862
TX10119,SOUTH HOUSTON,TX,16144
TX03113,SOUTH PADRE ISLAND,TX,2077
TX22032,SOUTHLAKE,TX,30833
TX09122,SOUTHMAYD,TX,1119
TX10120,SOUTHSIDE PLACE,TX,1928
TX09802,SPEARMAN,TX,2957
TX17003,SPLENDORA,TX,2166
TX10121,SPRING VALLEY,TX,4438
TX18403,SPRINGTOWN,TX,5420
TX06301,SPUR,TX,838
TX16903,ST. JO,TX,967
TX07904,STAFFORD,TX,17266
TX17015,STAGECOACH,TX,608
TX12704,STAMFORD,TX,2925
TX15901,STANTON,TX,2621
TX21400,STARR,TX,38019
TX21500,STEPHENS,TX,4338
TX07202,STEPHENVILLE,TX,22414
TX21600,STERLING,TX,1382
TX11705,STINNETT,TX,1587
TX21700,STONEWALL,TX,1228
TX21101,STRATFORD,TX,1969
TX14005,SUDAN,TX,935
TX07905,SUGAR LAND,TX,109606
TX10832,SULLIVAN CITY,TX,3898
TX11202,SULPHUR SPRINGS,TX,17132
TX11006,SUNDOWN,TX,1310
TX05723,SUNNYVALE,TX,9109
TX17102,SUNRAY,TX,1743
TX15005,SUNRISE BEACH VILLAGE,TX,819
TX22719,SUNSET VALLEY,TX,604
TX02028,SURFSIDE BEACH,TX,721
TX21800,SUTTON,TX,829
TX02012,SWEENY,TX,3599
TX17703,SWEETWATER,TX,10095
TX21900,SWISHER,TX,1368
TX20505,TAFT,TX,2962
TX15302,TAHOKA,TX,2540
TX22000,TARRANT,TX,51120
TX20111,TATUM,TX,1223
TX22100,TAYLOR,TX,19817
TX24606,TAYLOR,TX,18250
TX08102,TEAGUE,TX,3616
TX01407,TEMPLE,TX,99965
TX21016,TENAHA,TX,1006
TX12905,TERRELL,TX,24480
TX22200,TERRELL,TX,708
TX01513,TERRELL HILLS,TX,5166
TX22300,TERRY,TX,2881
TX01905,TEXARKANA,TX,35907
TX08409,TEXAS CITY,TX,59365
TX06115,THE COLONY,TX,46183
TX16603,THORNDALE,TX,1420
TX24618,THRALL,TX,886
TX14901,THREE RIVERS,TX,1896
TX22400,THROCKMORTON,TX,1547
TX08429,TIKI ISLAND,TX,1122
TX09121,TIOGA,TX,1321
TX22500,TITUS,TX,15212
TX09308,TODD MISSION,TX,134
TX11103,TOLAR,TX,1456
TX09123,TOM BEAN,TX,958
TX22600,TOM GREEN,TX,19393
TX10123,TOMBALL,TX,15955
TX10710,TOOL,TX,2433
TX22700,TRAVIS,TX,288003
TX07405,TRENTON,TX,880
TX10718,TRINIDAD,TX,852
TX22800,TRINITY,TX,12141
TX22801,TRINITY,TX,2507
TX06131,TROPHY CLUB,TX,13021
TX21203,TROUP,TX,2120
TX01417,TROY,TX,3745
TX21903,TULIA,TX,4335
TX22108,TYE,TX,1256
TX21204,TYLER,TX,113759
TX22900,TYLER,TX,18311
TX01514,UNIVERSAL CITY,TX,20398
TX05724,UNIVERSITY PARK,TX,25262
TX23000,UPSHUR,TX,33251
TX23100,UPTON,TX,3073
TX23200,UVALDE,TX,8109
TX23201,UVALDE,TX,15681
TX23300,VAL VERDE,TX,13229
TX01802,VALLEY MILLS,TX,1285
TX04907,VALLEY VIEW,TX,933
TX23404,VAN,TX,3017
TX09105,VAN ALSTYNE,TX,8149
TX23400,VAN ZANDT,TX,49224
TX18001,VEGA,TX,919
TX12612,VENUS,TX,8523
TX24401,VERNON,TX,9650
TX23500,VICTORIA,TX,25581
TX23501,VICTORIA,TX,66142
TX18104,VIDOR,TX,9670
TX01559,VON ORMY,TX,1224
TX15512,WACO,TX,148165
TX08904,WAELDER,TX,960
TX01906,WAKE VILLAGE,TX,5782
TX23600,WALKER,TX,34801
TX23700,WALLER,TX,35637
TX23702,WALLER,TX,3168
TX00807,WALLIS,TX,1377
TX23800,WARD,TX,3629
TX23900,WASHINGTON,TX,17802
TX10205,WASKOM,TX,1951
TX22026,WATAUGA,TX,23003
TX07010,WAXAHACHIE,TX,50545
TX18401,WEATHERFORD,TX,41779
TX24000,WEBB,TX,5930
TX10125,WEBSTER,TX,12574
TX04503,WEIMAR,TX,2227
TX10814,WESLACO,TX,44714
TX15513,WEST,TX,2607
TX02014,WEST COLUMBIA,TX,3653
TX22704,WEST LAKE HILLS,TX,3155
TX18105,WEST ORANGE,TX,3384
TX11613,WEST TAWAKONI,TX,2266
TX10126,WEST UNIVERSITY PLACE,TX,15184
TX22027,WESTOVER HILLS,TX,639
TX22028,WESTWORTH,TX,2750
TX24100,WHARTON,TX,21054
TX24102,WHARTON,TX,8782
TX24200,WHEELER,TX,4767
TX09206,WHITE OAK,TX,6246
TX22029,WHITE SETTLEMENT,TX,18057
TX21205,WHITEHOUSE,TX,10186
TX09106,WHITESBORO,TX,4162
TX09107,WHITEWRIGHT,TX,1752
TX10906,WHITNEY,TX,2157
TX24300,WICHITA,TX,7222
TX24305,WICHITA FALLS,TX,102344
TX24400,WILBARGER,TX,2657
TX24500,WILLACY,TX,7378
TX24600,WILLIAMSON,TX,194532
TX17014,WILLIS,TX,7430
TX18405,WILLOW PARK,TX,7428
TX23405,WILLS POINT,TX,4127
TX05725,WILMER,TX,7007
TX24700,WILSON,TX,43804
TX01515,WINDCREST,TX,5763
TX24802,WINK,TX,869
TX24800,WINKLER,TX,562
TX25005,WINNSBORO,TX,2896
TX20003,WINTERS,TX,2263
TX24900,WISE,TX,61863
TX11604,WOLFE CITY,TX,1503
TX15208,WOLFFORTH,TX,8720
TX25000,WOOD,TX,38512
TX17018,WOODBRANCH,TX,1654
TX19602,WOODSBORO,TX,1283
TX22901,WOODVILLE,TX,2350
TX15514,WOODWAY,TX,9754
TX08103,WORTHAM,TX,1046
TX04308,WYLIE,TX,60956
TX14303,YOAKUM,TX,3836
TX25100,YOAKUM,TX,3181
TX25200,YOUNG,TX,6327
TX25300,ZAPATA,TX,13747
TX25400,ZAVALA,TX,3135
TX00311,ZAVALLA,TX,624
UT01821,ALTA,UT,228
UT02501,AMERICAN FORK/CEDAR HLLS,UT,53400
UT02103,AURORA,UT,1067
UT00100,BEAVER,UT,7463
UT00101,BEAVER,UT,3787
UT01305,BIG WATER,UT,561
UT01901,BLANDING,UT,3176
UT01819,BLUFFDALE,UT,19947
UT00601,BOUNTIFUL,UT,44841
UT00200,BOX ELDER,UT,18442
UT01106,BRIAN HEAD,UT,168
UT00201,BRIGHAM CITY,UT,20482
UT00300,CACHE,UT,56670
UT00400,CARBON,UT,6914
UT01101,CEDAR CITY,UT,42365
UT00604,CENTERVILLE,UT,16481
UT00602,CLEARFIELD,UT,35540
UT00611,CLINTON,UT,23795
UT02201,COALVILLE,UT,1555
UT01842,COTTONWOOD HEIGHTS,UT,32173
UT00500,DAGGETT,UT,951
UT00600,DAVIS,UT,27005
UT01401,DELTA,UT,3752
UT01812,DRAPER,UT,46435
UT00700,DUCHESNE,UT,13429
UT00701,DUCHESNE,UT,1683
UT00409,EAST CARBON,UT,1568
UT00800,EMERY,UT,10175
UT01108,ENOCH,UT,8989
UT02002,EPHRAIM,UT,6377
UT00902,ESCALANTE,UT,830
UT01202,EUREKA,UT,661
UT00605,FARMINGTON,UT,26581
UT01402,FILLMORE,UT,2829
UT02004,FOUNTAIN GREEN,UT,1329
UT00900,GARFIELD,UT,5306
UT02516,GENOLA,UT,1679
UT01000,GRAND,UT,4541
UT02302,GRANTSVILLE,UT,16520
UT02014,GUNNISON VALLEY,UT,5115
UT02908,HARRISVILLE,UT,6924
UT02601,HEBER,UT,19582
UT00403,HELPER,UT,2126
UT01848,HERRIMAN,UT,63991
UT02712,HILDALE,UT,1290
UT02909,HUNTSVILLE,UT,610
UT02703,HURRICANE,UT,26044
UT00303,HYDE PARK,UT,5902
UT00304,HYRUM,UT,11488
UT01100,IRON,UT,12859
UT01200,JUAB,UT,6018
UT02203,KAMAS,UT,2154
UT01302,KANAB,UT,5448
UT01300,KANE,UT,2684
UT00606,KAYSVILLE,UT,33306
UT02707,LA VERKIN,UT,4576
UT00603,LAYTON,UT,84936
UT02708,LEEDS,UT,859
UT02502,LEHI,UT,98138
UT02513,LINDON,UT,12156
UT00301,LOGAN,UT,57792
UT02509,LONE PEAK,UT,32232
UT02006,MANTI,UT,3782
UT00207,MANTUA,UT,1423
UT02514,MAPLETON,UT,15793
UT01801,MIDVALE,UT,36245
UT02602,MIDWAY,UT,6069
UT00102,MILFORD,UT,1442
UT01400,MILLARD,UT,13616
UT00103,MINERSVILLE,UT,901
UT01001,MOAB,UT,5211
UT01902,MONTICELLO,UT,1740
UT01500,MORGAN,UT,13190
UT01501,MORGAN,UT,4659
UT02008,MORONI,UT,1705
UT01802,MURRAY,UT,50895
UT00703,MYTON,UT,572
UT02403,NAPLES,UT,2549
UT01201,NEPHI,UT,7556
UT02905,NORTH OGDEN,UT,23398
UT00310,NORTH PARK,UT,17821
UT00607,NORTH SALT LAKE,UT,23721
UT02015,NORTH VALLEY,UT,5333
UT02901,OGDEN,UT,89001
UT02503,OREM,UT,96209
UT00903,PANGUITCH,UT,1803
UT02205,PARK CITY,UT,8248
UT01103,PAROWAN,UT,3352
UT02504,PAYSON,UT,25583
UT00212,PERRY,UT,6249
UT01600,PIUTE,UT,1549
UT02910,PLAIN CITY,UT,9135
UT02505,PLEASANT GROVE,UT,38228
UT02911,PLEASANT VIEW,UT,11401
UT00401,PRICE,UT,8286
UT02506,PROVO,UT,115576
UT01700,RICH,UT,2800
UT02101,RICHFIELD,UT,8374
UT02906,RIVERDALE,UT,9137
UT01817,RIVERTON,UT,47038
UT00702,ROOSEVELT,UT,7544
UT02902,ROY,UT,38569
UT02510,SALEM,UT,11823
UT02107,SALINA,UT,2645
UT01803,SALT LAKE CITY,UT,222304
UT01900,SAN JUAN,UT,11352
UT01805,SANDY,UT,91841
UT02000,SANPETE,UT,13237
UT02704,SANTA CLARA,UT,8912
UT02715,SANTA CLARA/IVINS,UT,20598
UT02511,SANTAQUIN/GENOLA,UT,21385
UT02522,SARATOGA SPRINGS,UT,63550
UT02100,SEVIER,UT,10533
UT00314,SMITHFIELD,UT,15373
UT01818,SOUTH JORDAN,UT,88346
UT02903,SOUTH OGDEN,UT,17814
UT01804,SOUTH SALT LAKE,UT,26527
UT02507,SPANISH FORK,UT,49165
UT02012,SPRING CITY,UT,1047
UT02709,SPRINGDALE,UT,615
UT02508,SPRINGVILLE,UT,36202
UT02701,ST. GEORGE,UT,109020
UT02305,STOCKTON,UT,618
UT02200,SUMMIT,UT,32587
UT00608,SUNSET,UT,5348
UT00612,SYRACUSE,UT,40855
UT01839,TAYLORSVILLE CITY,UT,57198
UT02300,TOOELE,UT,27069
UT02301,TOOELE,UT,42241
UT00217,TREMONTON GARLAND,UT,16291
UT02400,UINTAH,UT,25338
UT02914,UINTAH,UT,1391
UT01852,UNIFIED POLICE DEPARTMEN,UT,214605
UT02500,UTAH,UT,91797
UT02401,VERNAL,UT,10857
UT02600,WASATCH,UT,18747
UT02700,WASHINGTON,UT,13998
UT02710,WASHINGTON,UT,37464
UT02904,WASHINGTON TERRACE,UT,9049
UT02800,WAYNE,UT,2617
UT02900,WEBER,UT,81452
UT00407,WELLINGTON,UT,1620
UT00315,WELLSVILLE,UT,4322
UT02303,WENDOVER,UT,1136
UT00609,WEST BOUNTIFUL,UT,5868
UT01806,WEST JORDAN,UT,116603
UT01825,WEST VALLEY,UT,137688
UT00208,WILLARD,UT,2453
UT00610,WOODS CROSS,UT,11497
VA09401,ABINGDON,VA,8303
VA00100,ACCOMACK,VA,27732
VA00203,ALBEMARLE COUNTY POL DEP,VA,118847
VA09900,ALEXANDRIA,VA,159534
VA00300,ALLEGHANY,VA,11185
VA01601,ALTAVISTA,VA,3322
VA00400,AMELIA,VA,13868
VA00500,AMHERST,VA,29686
VA00501,AMHERST,VA,2133
VA09601,APPALACHIA,VA,1361
VA00600,APPOMATTOX,VA,17208
VA00601,APPOMATTOX,VA,2025
VA00701,ARLINGTON COUNTY PD,VA,240716
VA04201,ASHLAND,VA,7989
VA00800,AUGUSTA,VA,79091
VA00900,BATH,VA,4053
VA01000,BEDFORD,VA,75193
VA01001,BEDFORD,VA,7873
VA02201,BERRYVILLE,VA,4878
VA09602,BIG STONE GAP,VA,5049
VA06001,BLACKSBURG,VA,45631
VA06701,BLACKSTONE,VA,3341
VA01100,BLAND,VA,6185
VA00107,BLOXOM,VA,380
VA09201,BLUEFIELD,VA,4816
VA01200,BOTETOURT,VA,34343
VA01701,BOWLING GREEN,VA,1274
VA08703,BOYKINS,VA,509
VA08201,BRIDGEWATER,VA,6885
VA10000,BRISTOL,VA,16121
VA08202,BROADWAY,VA,4437
VA01602,BROOKNEAL,VA,1072
VA01300,BRUNSWICK,VA,14779
VA01201,BUCHANAN,VA,1210
VA01400,BUCHANAN,VA,17492
VA01500,BUCKINGHAM,VA,17233
VA10100,BUENA VISTA,VA,6588
VA06703,BURKEVILLE,VA,419
VA01600,CAMPBELL,VA,51028
VA06501,CAPE CHARLES,VA,1317
VA01700,CAROLINE,VA,32962
VA01800,CARROLL,VA,26510
VA09205,CEDAR BLUFF,VA,1003
VA01900,CHARLES CITY,VA,6537
VA02000,CHARLOTTE,VA,11219
VA10200,CHARLOTTESVILLE,VA,44478
VA05802,CHASE CITY,VA,2059
VA07101,CHATHAM,VA,1189
VA10300,CHESAPEAKE,VA,257012
VA02101,CHESTERFIELD COUNTY PD,VA,397206
VA08603,CHILHOWIE,VA,1599
VA00101,CHINCOTEAGUE,VA,3264
VA06003,CHRISTIANSBURG,VA,22469
VA02200,CLARKE,VA,10964
VA05803,CLARKSVILLE,VA,1311
VA10400,CLIFTON FORGE,VA,3348
VA02603,CLINCHCO,VA,227
VA02601,CLINTWOOD,VA,1297
VA09603,COEBURN,VA,1544
VA09501,COLONIAL BEACH,VA,4072
VA10500,COLONIAL HEIGHTS,VA,18853
VA08702,COURTLAND,VA,1285
VA10600,COVINGTON,VA,5658
VA02300,CRAIG,VA,4829
VA06702,CREWE,VA,2245
VA02400,CULPEPER,VA,35347
VA02401,CULPEPER,VA,21802
VA02500,CUMBERLAND,VA,9664
VA09402,DAMASCUS,VA,790
VA10700,DANVILLE,VA,41959
VA08203,DAYTON,VA,1774
VA02600,DICKENSON,VA,11514
VA02700,DINWIDDIE,VA,28826
VA07702,DUBLIN,VA,2650
VA07506,DUMFRIES,VA,6045
VA06503,EASTVILLE,VA,289
VA08501,EDINBURG,VA,1220
VA08204,ELKTON,VA,3106
VA04001,EMPORIA,VA,5345
VA02800,ESSEX,VA,8531
VA06502,EXMORE,VA,1405
VA10750,FAIRFAX CITY,VA,26982
VA02901,FAIRFAX COUNTY PD,VA,1125193
VA10800,FALLS CHURCH,VA,15166
VA07301,FARMVILLE,VA,7062
VA03000,FAUQUIER,VA,65881
VA03100,FLOYD,VA,15747
VA03101,FLOYD,VA,449
VA03200,FLUVANNA,VA,29198
VA03300,FRANKLIN,VA,51092
VA10850,FRANKLIN,VA,8452
VA03400,FREDERICK,VA,96329
VA10900,FREDERICKSBURG,VA,30595
VA03801,FRIES,VA,443
VA09301,FRONT ROYAL,VA,15779
VA11000,GALAX,VA,6763
VA08401,GATE CITY,VA,2012
VA03500,GILES,VA,9780
VA09403,GLADE SPRING,VA,1368
VA08101,GLASGOW,VA,1033
VA03501,GLEN LYN,VA,93
VA03600,GLOUCESTER,VA,40627
VA03700,GOOCHLAND,VA,29206
VA06802,GORDONSVILLE,VA,1534
VA03800,GRAYSON,VA,14305
VA03900,GREENE,VA,22096
VA04000,GREENSVILLE,VA,11119
VA07102,GRETNA,VA,1269
VA08205,GROTTOES,VA,3071
VA01401,GRUNDY,VA,804
VA04100,HALIFAX,VA,24574
VA04101,HALIFAX,VA,1085
VA11100,HAMPTON,VA,138041
VA04200,HANOVER,VA,108941
VA11200,HARRISONBURG,VA,51165
VA07505,HAYMARKET,VA,1606
VA02602,HAYSI,VA,474
VA04301,HENRICO COUNTY POLICE D,VA,340544
VA04400,HENRY,VA,49156
VA02902,HERNDON,VA,25334
VA04500,HIGHLAND,VA,2382
VA01801,HILLSVILLE,VA,2834
VA11300,HOPEWELL,VA,23021
VA07103,HURT,VA,1233
VA03802,INDEPENDENCE,VA,997
VA00301,IRON GATE,VA,307
VA04600,ISLE OF WIGHT,VA,29511
VA04701,JAMES CITY COUNTY PD,VA,84134
VA05201,JONESVILLE,VA,847
VA05501,KENBRIDGE,VA,1112
VA05101,KILMARNOCK,VA,1396
VA04800,KING AND QUEEN,VA,6805
VA04900,KING GEORGE,VA,29414
VA05000,KING WILLIAM,VA,16071
VA05804,LA CROSSE,VA,614
VA05100,LANCASTER,VA,9345
VA01301,LAWRENCEVILLE,VA,994
VA08301,LEBANON,VA,3079
VA05200,LEE,VA,19342
VA05301,LEESBURG,VA,50185
VA08102,LEXINGTON,VA,7950
VA05300,LOUDOUN,VA,390033
VA05400,LOUISA,VA,41125
VA05401,LOUISA,VA,2256
VA05500,LUNENBURG,VA,9263
VA06901,LURAY,VA,4810
VA11400,LYNCHBURG,VA,80846
VA05600,MADISON,VA,14389
VA07501,MANASSAS,VA,43966
VA07502,MANASSAS PARK,VA,16521
VA08601,MARION,VA,5566
VA11500,MARTINSVILLE,VA,13962
VA05700,MATHEWS,VA,8646
VA02702,MCKENNEY,VA,468
VA05800,MECKLENBURG,VA,22078
VA05302,MIDDLEBURG,VA,702
VA05900,MIDDLESEX,VA,11065
VA03401,MIDDLETOWN,VA,1466
VA05402,MINERAL,VA,537
VA06000,MONTGOMERY,VA,31015
VA08502,MOUNT JACKSON,VA,2034
VA03505,NARROWS,VA,2028
VA06200,NELSON,VA,14306
VA06300,NEW KENT,VA,28425
VA08505,NEW MARKET,VA,2215
VA11600,NEWPORT NEWS,VA,182798
VA11700,NORFOLK,VA,230068
VA06500,NORTHAMPTON,VA,8973
VA06600,NORTHUMBERLAND,VA,12500
VA11800,NORTON,VA,3438
VA06700,NOTTOWAY,VA,9665
VA07507,OCCOQUAN,VA,1070
VA00102,ONANCOCK,VA,1159
VA00105,ONLEY,VA,537
VA06800,ORANGE,VA,32941
VA06801,ORANGE,VA,5292
VA06900,PAGE,VA,14779
VA00103,PARKSLEY,VA,812
VA07000,PATRICK,VA,17284
VA03502,PEARISBURG,VA,2844
VA03503,PEMBROKE,VA,1132
VA05202,PENNINGTON GAP,VA,1567
VA11900,PETERSBURG,VA,34318
VA07100,PITTSYLVANIA,VA,55636
VA09202,POCAHONTAS,VA,259
VA09801,POQUOSON,VA,12986
VA12000,PORTSMOUTH,VA,96362
VA09604,POUND,VA,833
VA07200,POWHATAN,VA,32984
VA07300,PRINCE EDWARD,VA,15370
VA07401,PRINCE GEORGE COUNTY PD,VA,43832
VA07503,PRINCE WILLIAM COUNTY PD,VA,492615
VA07700,PULASKI,VA,22200
VA07701,PULASKI,VA,8763
VA05303,PURCELLVILLE,VA,8970
VA07504,QUANTICO,VA,594
VA12100,RADFORD,VA,17622
VA07800,RAPPAHANNOCK,VA,7539
VA03001,REMINGTON,VA,649
VA03504,RICH CREEK,VA,731
VA09203,RICHLANDS,VA,5025
VA07900,RICHMOND,VA,7621
VA12200,RICHMOND,VA,235995
VA12300,ROANOKE,VA,97682
VA08003,ROANOKE COUNTY PD,VA,89625
VA08100,ROCKBRIDGE,VA,21322
VA08200,ROCKINGHAM,VA,66499
VA03301,ROCKY MOUNT,VA,4988
VA09703,RURAL RETREAT,VA,1527
VA08300,RUSSELL,VA,22168
VA08001,SALEM,VA,26107
VA08602,SALTVILLE,VA,1600
VA08400,SCOTT,VA,18152
VA06902,SHENANDOAH,VA,2464
VA08500,SHENANDOAH,VA,28284
VA04601,SMITHFIELD,VA,9155
VA08600,SMYTH,VA,20291
VA12400,SOUTH BOSTON,VA,7758
VA05805,SOUTH HILL,VA,4981
VA08700,SOUTHAMPTON,VA,17987
VA08800,SPOTSYLVANIA,VA,155427
VA09605,ST. PAUL,VA,671
VA08900,STAFFORD,VA,172285
VA06903,STANLEY,VA,1695
VA12600,STAUNTON,VA,26572
VA03402,STEPHENS CITY,VA,2194
VA08504,STRASBURG,VA,7337
VA12700,SUFFOLK,VA,105574
VA09000,SURRY,VA,6603
VA09100,SUSSEX,VA,10770
VA02802,TAPPAHANNOCK,VA,2202
VA09200,TAZEWELL,VA,23242
VA09204,TAZEWELL,VA,4257
VA08207,TIMBERVILLE,VA,3139
VA05903,URBANNA,VA,519
VA05503,VICTORIA,VA,1745
VA02903,VIENNA,VA,16591
VA08002,VINTON,VA,8063
VA12800,VIRGINIA BEACH,VA,454805
VA09300,WARREN,VA,27223
VA03002,WARRENTON,VA,10269
VA07901,WARSAW,VA,1695
VA09400,WASHINGTON,VA,43667
VA09104,WAVERLY,VA,1931
VA12900,WAYNESBORO,VA,23877
VA08402,WEBER CITY,VA,1232
VA05002,WEST POINT,VA,3556
VA09500,WESTMORELAND,VA,15402
VA05103,WHITE STONE,VA,390
VA13000,WILLIAMSBURG,VA,16216
VA13100,WINCHESTER,VA,27824
VA04602,WINDSOR,VA,2964
VA06201,WINTERGREEN,VA,506
VA09600,WISE,VA,23856
VA09606,WISE,VA,2844
VA08503,WOODSTOCK,VA,5994
VA09700,WYTHE,VA,18459
VA09701,WYTHEVILLE,VA,8133
VA09800,YORK,VA,71897
VI00103,ST. CROIX,VI,41004
VI00100,ST. THOMAS,VI,42261
VT01201,BARRE,VT,8261
VT01205,BARRE TOWN,VT,8043
VT01301,BELLOWS FALLS,VT,2728
VT00201,BENNINGTON,VT,15075
VT01206,BERLIN,VT,2883
VT00902,BRADFORD,VT,2857
VT01101,BRANDON,VT,4115
VT01302,BRATTLEBORO,VT,11928
VT00505,BRIGHTON,VT,1281
VT00101,BRISTOL,VT,3780
VT00401,BURLINGTON,VT,44354
VT00503,CANAAN,VT,896
VT01103,CASTLETON,VT,4458
VT01406,CHESTER,VT,2995
VT00405,COLCHESTER,VT,17884
VT01305,DOVER,VT,1844
VT00402,ESSEX,VT,22284
VT00500,ESSEX,VT,6018
VT01104,FAIR HAVEN,VT,2705
VT00903,FAIRLEE,VT,1045
VT00700,GRAND ISLE,VT,7532
VT00301,HARDWICK,VT,2982
VT01403,HARTFORD,VT,10648
VT00412,HINESBURG,VT,4752
VT01111,KILLINGTON,VT,1397
VT00800,LAMOILLE,VT,14541
VT01401,LUDLOW,VT,2163
VT00302,LYNDONVILLE,VT,1219
VT00204,MANCHESTER,VT,4458
VT00205,MANCHESTER VILLAGE,VT,766
VT00102,MIDDLEBURY,VT,9230
VT00406,MILTON,VT,10817
VT00604,MONTGOMERY,VT,1228
VT01202,MONTPELIER,VT,7877
VT00801,MORRISTOWN,VT,6269
VT01108,MOUNT TABOR,VT,209
VT01001,NEWPORT,VT,4305
VT01203,NORTHFIELD,VT,5916
VT01410,NORWICH,VT,3630
VT00202,OLD BENNINGTON,VT,132
VT00900,ORANGE,VT,18275
VT01110,PITTSFORD,VT,2894
VT01105,POULTNEY,VT,2991
VT01106,PROCTOR,VT,1705
VT00901,RANDOLPH,VT,4955
VT00602,RICHFORD,VT,2316
VT00408,RICHMOND,VT,4157
VT01412,ROCHESTER,VT,1085
VT01411,ROYALTON,VT,2747
VT01102,RUTLAND,VT,15512
VT01107,RUTLAND TOWN,VT,3918
VT00407,SHELBURNE,VT,8209
VT00403,SOUTH BURLINGTON,VT,22106
VTVSP12,SP: BERLIN,VT,26401
VTVSP08,SP: DERBY,VT,23279
VTVSP06,SP: NEW HAVEN,VT,22315
VTVSP11,SP: ROYALTON,VT,16664
VTVSP03,SP: RUTLAND,VT,24649
VTVSP09,SP: SHAFTSBURY,VT,15981
VTVSP07,SP: ST. ALBANS,VT,36961
VTVSP02,SP: ST. JOHNSBURY,VT,18779
VTVSP16,SP: WESTMINSTER,VT,24224
VTVSP01,SP: WILLISTON,VT,16993
VT01402,SPRINGFIELD,VT,9019
VT00601,ST. ALBANS,VT,7072
VT00303,ST. JOHNSBURY,VT,7398
VT00802,STOWE,VT,5308
VT00603,SWANTON,VT,6878
VT00904,THETFORD,VT,2867
VT00103,VERGENNES,VT,2589
VT01306,VERNON,VT,2171
VT01204,WATERBURY,VT,5461
VT01408,WEATHERSFIELD,VT,2833
VT00410,WILLISTON,VT,10075
VT01303,WILMINGTON,VT,2303
VT01300,WINDHAM,VT,2171
VT01404,WINDSOR,VT,3516
VT00208,WINHALL,VT,1159
VT00404,WINOOSKI,VT,8454
VT01405,WOODSTOCK,VT,3009
WA01401,ABERDEEN,WA,17046
WA00100,ADAMS,WA,10290
WA03206,AIRWAY HEIGHTS,WA,12261
WA03802,ALBION,WA,547
WA01714,ALGONA,WA,3265
WA02901,ANACORTES,WA,18266
WA03101,ARLINGTON,WA,22466
WA00200,ASOTIN,WA,14215
WA00202,ASOTIN,WA,1196
WA01701,AUBURN,WA,75505
WA01807,BAINBRIDGE ISLAND,WA,24564
WA00601,BATTLE GROUND,WA,23514
WA01729,BEAUX ARTS,WA,312
WA01702,BELLEVUE,WA,155043
WA03701,BELLINGHAM,WA,96902
WA00300,BENTON,WA,41691
WA00304,BENTON CITY,WA,3980
WA02002,BINGEN,WA,988
WA01715,BLACK DIAMOND,WA,7388
WA03702,BLAINE,WA,6494
WA02714,BONNEY LAKE,WA,22175
WA01703,BOTHELL,WA,32176
WA01801,BREMERTON,WA,45723
WA02401,BREWSTER,WA,2117
WA03108,BRIER,WA,6615
WA02704,BUCKLEY,WA,6249
WA01741,BURIEN,WA,52062
WA02904,BURLINGTON,WA,11420
WA00602,CAMAS,WA,27521
WA01716,CARNATION,WA,2310
WA00803,CASTLE ROCK,WA,2444
WA02101,CENTRALIA,WA,19231
WA02102,CHEHALIS,WA,7778
WA00400,CHELAN,WA,46198
WA00402,CHELAN,WA,4521
WA03201,CHENEY,WA,12547
WA03301,CHEWELAH,WA,2742
WA00500,CLALLAM,WA,46129
WA00600,CLARK,WA,240306
WA00201,CLARKSTON,WA,7115
WA01902,CLE ELUM,WA,3262
WA01725,CLYDE HILL,WA,3166
WA03801,COLFAX,WA,2674
WA03602,COLLEGE PLACE,WA,9816
WA03806,COLTON,WA,402
WA00700,COLUMBIA,WA,4035
WA03302,COLVILLE,WA,5029
WA02412,CONCONULLY,WA,200
WA01101,CONNELL,WA,4988
WA01406,COSMOPOLIS,WA,1670
WA01305,COULEE CITY,WA,555
WA02407,COULEE DAM,WA,1049
WA01502,COUPEVILLE,WA,1932
WA01748,COVINGTON,WA,21747
WA00800,COWLITZ,WA,51343
WA02204,CRESTON,WA,255
WA02605,CUSICK,WA,193
WA03109,DARRINGTON,WA,1506
WA02201,DAVENPORT,WA,1829
WA00701,DAYTON,WA,2477
WA03202,DEER PARK,WA,5408
WA01717,DES MOINES,WA,33288
WA00900,DOUGLAS,WA,31836
WA02716,DUPONT,WA,9752
WA01718,DUVALL,WA,9484
WA00902,EAST WENATCHEE,WA,14382
WA02705,EATONVILLE,WA,2866
WA02725,EDGEWOOD,WA,13779
WA03102,EDMONDS,WA,42880
WA01901,ELLENSBURG,WA,20873
WA01402,ELMA,WA,3531
WA02408,ELMER CITY,WA,258
WA01704,ENUMCLAW,WA,13316
WA01301,EPHRATA,WA,8776
WA03103,EVERETT,WA,113547
WA03703,EVERSON,WA,4949
WA01736,FEDERAL WAY,WA,100076
WA03704,FERNDALE,WA,17121
WA01000,FERRY,WA,7616
WA02707,FIFE,WA,11082
WA02717,FIRCREST,WA,6945
WA00502,FORKS,WA,3449
WA01100,FRANKLIN,WA,14323
WA01200,GARFIELD,WA,2427
WA03807,GARFIELD,WA,540
WA02718,GIG HARBOR,WA,12786
WA03110,GOLD BAR,WA,2495
WA02001,GOLDENDALE,WA,3542
WA01307,GRAND COULEE,WA,1914
WA03901,GRANDVIEW,WA,11763
WA03907,GRANGER,WA,3828
